order,id,urban_rural,landuse_id,landuse_description,label,clf
207,4276369,1,6,CASA DA CULTURA POPULAR SINTICESB,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",snorkel
208,8992367,2,3,ESTUFA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",snorkel
209,2201945,2,3,CRIACAO DE OVINOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",snorkel
210,1231525,2,6,DEPOS PRODUTOS ALIMENTICIO,INDÚSTRIAS EXTRATIVAS,snorkel
211,5713456,1,6,MARMORES E GRANITOS,INDÚSTRIAS EXTRATIVAS,snorkel
212,4843875,1,6,LAVAJATO MINEIRA,INDÚSTRIAS EXTRATIVAS,snorkel
213,3286117,1,6,TUBO EXTRA,INDÚSTRIAS EXTRATIVAS,snorkel
214,1749266,1,6,COMERCI DE PRODUTOS ALIMENTICIOS,INDÚSTRIAS EXTRATIVAS,snorkel
215,11279286,1,6,TUICO ALIMENTOS,INDÚSTRIAS EXTRATIVAS,snorkel
216,7259966,1,6,QUIOSQUE ESTRELA DO MAR,INDÚSTRIAS EXTRATIVAS,snorkel
217,733917,1,6,MERCADINHO DE PRODUTOS ALIMENICIOOS,INDÚSTRIAS EXTRATIVAS,snorkel
218,5170799,1,6,FABRICA DE MARMORE,INDÚSTRIAS EXTRATIVAS,snorkel
219,8090591,1,6,QUINUTRI ALIMENTOS,INDÚSTRIAS EXTRATIVAS,snorkel
220,3854676,1,6,NOVA PAPELARIA,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
221,7504740,1,6,PAPELARIA GUADALUPE,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
222,472716,1,6,PAPELARIA E ARTIGOS EM GERAL,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
223,4398,1,6,PIL PAPELARIA,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
224,10599850,1,6,LIVRARIA MUNDO DOS LIVROS,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
225,5195608,1,6,LOJA DE BRINQUEDOS E ACESSORIOS,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
226,8081028,1,6,BAZAR E PAPELARIA REAL MAIS,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
227,9183885,1,6,PAPELARIA LIBRA,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
228,2767469,1,6,PAPELARIA PAPELAR,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
229,28985,1,6,SOL ARTE PAPELARIA,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",snorkel
230,3892727,1,5,POSTO DE SAUDE DO TX PROGRESSO,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
231,3066699,1,6,AUTO POSTO FORTALEZA,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
232,10801228,1,6,POSTO MAIS VOCE,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
233,1144152,1,6,POSTO ELIANA,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
234,5117399,2,5,POSTO DE ATENDIMENTO MEDICO DA RESSACA,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
235,688744,2,5,POSTO DE SAUDE VILA TAPARA,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
236,8635988,1,6,POSTO DE GAZOLINA BR,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
237,5411703,1,6,POSTO SAUDE,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
238,6910651,1,6,POSTO CASCATA,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
239,5854285,1,6,POSTO DE VACINACAO,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,snorkel
240,4417319,1,6,RCP TRANSPORTES LTDA,- TRANSPORTE TERRESTRE,snorkel
241,7800713,1,6,15 DE NOVEMBRO TRANSPORTES,- TRANSPORTE TERRESTRE,snorkel
242,5396153,1,6,TRANSPORTADORA DE MATERIAIS DIVERSOS,- TRANSPORTE TERRESTRE,snorkel
243,7847019,1,6,TRANSPORTES E EVENTOS CAPRIMAR,- TRANSPORTE TERRESTRE,snorkel
244,5225442,1,6,PONTO DE MOTOTAXI,- TRANSPORTE TERRESTRE,snorkel
245,6343691,1,6,GARAGEN DE ONIBUS,- TRANSPORTE TERRESTRE,snorkel
246,11525210,1,6,COLETIVO MULTIROU,- TRANSPORTE TERRESTRE,snorkel
247,1697921,1,6,MATERIAL CONSRUCAO,- TRANSPORTE TERRESTRE,snorkel
248,7411570,1,6,COMERCIO DE ONIBUS,- TRANSPORTE TERRESTRE,snorkel
249,8974203,1,6,TRANSPORTE FERROVIARIO ALL,- TRANSPORTE TERRESTRE,snorkel
250,7696068,1,6,SALAO DE FESTAS FILARMONICA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
251,6442649,1,6,CASA DE FESTAS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
252,6171572,1,6,ALUGA SE,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
253,8072491,1,6,PIZZARIA A VIAGEM,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
254,1892466,1,6,ALUGUEL DE MESAS DE ANIERSARIO KIDS FEST,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
255,7516661,1,6,LOCACAO DE MAQUINAS E CAMINHOES RIGRALE,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
256,8353977,1,6,LOCACAO MAQUINAS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
257,2695800,1,6,GARAGEM DE ALUGUEL DE CARROS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
258,9448494,1,6,RANCHO PARA FESTA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
259,3555308,1,6,LOCACAO DE EQUIPAMENTOS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,snorkel
260,1449057,1,6,LOJA DE ATACADO DE ROUPAS,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
261,3303858,1,6,LIGUE GAS DISTRIBUIDORA,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
262,9834843,1,6,DISTRIBUIDORA E ACESSORIO DE PECAS,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
263,275772,1,6,DISTRIBUIDORA FOGAS KSK,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
264,3202534,1,6,RIPLAST DISTRIBUIDORA,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
265,8581209,1,6,DEPOSITO DA DISTRIBUIDORA,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
266,8860012,1,6,DISTRIBUIDORA DE COSMETICO STAR BRASIL,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
267,4527094,1,6,COMERCIAL AMAJATES DISTRIBUIDORA DE PECA,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
268,2430986,1,6,DISTRIBUIDORA DE BOLOS,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
269,2011533,1,6,DISTRIBUIDORA KERO KERO,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",snorkel
270,286918,1,6,SHOP TINTAS,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
271,930347,1,6,LOJA DE MAT DE CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
272,10331411,1,6,FERRAGEM PRIMAVERA,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
273,2970364,1,6,COMERCIO DE VIDROS VIDRACARIA,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
274,6188085,1,6,FRIACA TINTAS,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
275,3595237,1,6,MATERIAL DE CONSTRUCAO PARA,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
276,10427310,1,6,FERRAGENS E ACESSORIOS FORGIARINI,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
277,7326633,1,6,TONIFERDESIGNER E FERRAGENS SERRALHERIA,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
278,10453862,1,6,DEPOSITO MAT CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
279,1436841,1,6,DEPOSITO DE FERRAGENS,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,snorkel
280,2922055,1,6,DEPOSITO DE MADEIRA,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
281,2048609,1,6,DEPOSITO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
282,2007179,1,6,ARMAZEM DE MOAGEM E ESTOCAGEM DE RACAO D,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
283,6550034,1,6,DEPOSITO DE AR CONDICIONADO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
284,7025204,1,6,GARAGEM DE AUTOMOVEL,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
285,8755768,2,6,DEPOSITO EMPESA,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
286,10458211,1,3,GALPAO P GADO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
287,1647705,1,6,DEPOSITO LK,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
288,10167675,2,3,GALPAO DE FUMO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
289,1703769,1,6,DEPOSITO DE OBJETOS,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,snorkel
290,10824550,1,6,CLIMA FRIO AR CONDICIONADO,CONSTRUÇÃO,snorkel
291,7479924,1,6,MATERIAL PARA CONSTRUCAO CENTRAL MOCOCA,CONSTRUÇÃO,snorkel
292,10622488,2,6,BARRAGEM HIDRELETRICA,CONSTRUÇÃO,snorkel
293,8752106,1,6,MATERIAI DE CONSTRUCAO,CONSTRUÇÃO,snorkel
294,5122278,1,6,CONSTRUCAO MINEIRA ESCRITORIO DE CONTRUC,CONSTRUÇÃO,snorkel
295,1054948,1,6,FONTE MAT PARA CONSTRUCAO,CONSTRUÇÃO,snorkel
296,8568555,1,6,DEMOLIDORA ALTERNATIVA,CONSTRUÇÃO,snorkel
297,10900499,1,6,ENGEHARIA E CONSTRUCAO,CONSTRUÇÃO,snorkel
298,4811973,1,6,LOJA DE MATERIAL PARA CONSTRUCAO,CONSTRUÇÃO,snorkel
299,10412005,1,6,CONSTRUTORA BULE ENGENHARIA,CONSTRUÇÃO,snorkel
300,11335548,1,6,AGENCIA FRANQUEADA DOS CORREIOS,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
301,7158062,1,6,EMPRESA BRASILEIRA DE CORREIOS E TELEGRA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
302,3453104,1,6,AGENCIAS CORREIOS E TELEGRAFOS,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
303,500021,2,6,CORREIO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
304,7690568,1,6,AGENCIA DE CORREIOS,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
305,11511650,1,6,C0RREIO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
306,3416124,2,6,CORREIO MANSENHOR OSVALDO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
307,7097565,1,6,CORREIOS SAIDA LATERAL,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
308,6571139,1,6,C0RREIOS,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
309,1910287,1,6,CORREIOS,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,snorkel
310,10030037,1,6,CORSAN ABASTECIMENTO DE AGUA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
311,11255453,1,6,OS MARES DISTRIBUIDORA DE AGUA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
312,820004,1,6,CAIXA D AGUA CAESA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
313,5371176,1,6,ESTACAO DE TRATAMENTO DE AGUA DA COPASA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
314,9406935,1,6,CONCESSIONARIA DE ABASTECIMENTO DE AGUA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
315,1392345,2,6,SISTEMA DE ABASTECIMENTO DE AGUA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
316,713618,1,6,ESCRITORIO COSAMPA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
317,8692175,1,6,ESTACAO ELEVATORIA DE ESGOTO DA SANEPAR,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
318,157371,1,6,ESTACAO DE TRATAMENTO DE AGUA DEAS,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
319,1344486,1,6,ESCRITORIO DA AGESPISA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",snorkel
320,10496828,1,6,LOJAS ARMARINHOS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
321,6594465,1,6,LOJA DE CELULAR,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
322,2986723,1,6,CAJUEIRO MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
323,2030325,1,6,LOJA DE MOVEIS E ELETRO DOMESTICOS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
324,3590404,1,6,RS CELULARES E AJ CARIMBOS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
325,7551021,1,6,DEPOSITO DA LOJA DE MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
326,6934224,1,6,EMPRESA LABORATORIAL DE MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
327,4475558,1,6,REFORMADORA DE MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
328,8453104,1,6,LOJA DE MOVEIS DE ESCRITORI,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
329,2035711,1,6,DEPOSITO DE MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,snorkel
330,10317214,1,6,ESCRITORIO DE CORRETORA DE SEGUROS,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
331,2826656,1,6,BANCA DE BICHO,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
332,10471939,1,6,BANCA DE CAMELO,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
333,10238522,1,6,ESCRITORIO ITAU,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
334,473701,1,6,EMPRESA BANCO DO BRASIL,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
335,7716796,1,6,CORRETORA DE SEGURO,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
336,2671827,1,6,BANCA FIO DE OURO II,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
337,8454059,1,6,APARAS DE CAIXA PAPELAO,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
338,10270186,1,6,BANCA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
339,8227147,1,6,BANCO HSBC PREMIER,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",snorkel
340,7827692,1,6,FARMACIA GRAN FARMA FORMULAS SENADOR LTD,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
341,5613411,1,6,DROGARIA SAO CRISTOVAO,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
342,10040141,1,3,PRODUTOS VETERINARIOS E SEMENTES,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
343,283459,1,6,DROGARIA VITHORIA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
344,11044666,1,6,ESCRITORIO DE COSMETICOS,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
345,2139748,1,6,OTICA VISAO DE AGUIA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
346,35502,1,6,OTICA CAHEMA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
347,10343180,1,6,SANTOS OPTICA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
348,6541454,1,6,LOJINHA DE PERFUMARIA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
349,424090,1,6,0TICA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",snorkel
350,5984077,1,6,HOTEL ESMIG,- ALOJAMENTO,snorkel
351,6219818,1,6,PORTAO DA POUSADA,- ALOJAMENTO,snorkel
352,6270986,2,6,PPUSADA,- ALOJAMENTO,snorkel
353,11221515,1,4,CENTRO EDUCACIONAL POUSADA INFANTIL,- ALOJAMENTO,snorkel
354,3344047,1,6,POUSADA ARCA DE NOE,- ALOJAMENTO,snorkel
355,8499562,1,6,HOTEL SOLAR DO PARCEL,- ALOJAMENTO,snorkel
356,4009530,1,6,POUSADA DO CAMPEAO,- ALOJAMENTO,snorkel
357,6271885,2,6,POUSADA DOS ANJOS,- ALOJAMENTO,snorkel
358,9593093,1,6,CHOPERIA DO HOTEL,- ALOJAMENTO,snorkel
359,10697444,1,6,POUSADA VIP,- ALOJAMENTO,snorkel
360,1987879,1,6,LIANE VARIEDADE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
361,8666058,1,6,MIL  UTILIDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
362,6688461,1,6,LOJA DE PRODUTO DE LIMPEZA E UTILIDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
363,9451595,1,6,LOJA DE UTILIDADES E MATERIAISDE PESCA,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
364,3785796,1,6,MEC VARIEDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
365,2760067,1,6,LOJA CASA LIMPA UTILIDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
366,1323610,2,6,VENDA DE UTILIDADES DOMESTICA,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
367,3156342,1,6,AQUI TEM VARIEDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
368,1460959,1,6,VIDA NOVA VARIEDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
369,4177165,1,6,AVENIDA VARIEDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,snorkel
370,2494921,1,6,CORRETOR DE IMOVEIS,ATIVIDADES IMOBILIÁRIAS,snorkel
371,9928594,1,6,IMOBILIARIA AFFONSO,ATIVIDADES IMOBILIÁRIAS,snorkel
372,5830404,1,6,GALPAO DE IMOVEIS,ATIVIDADES IMOBILIÁRIAS,snorkel
373,7831610,1,6,IMOBILIARIA R R MARTINS,ATIVIDADES IMOBILIÁRIAS,snorkel
374,6973869,1,6,EDSON IMOVEIS,ATIVIDADES IMOBILIÁRIAS,snorkel
375,8306716,1,6,ESCRITORIO IMOBILIARIO,ATIVIDADES IMOBILIÁRIAS,snorkel
376,2817658,1,6,EMPRESA DE PINTURA IMOBILIARIA,ATIVIDADES IMOBILIÁRIAS,snorkel
377,6436565,1,6,MABE IMOBILIARIA,ATIVIDADES IMOBILIÁRIAS,snorkel
378,4522656,1,6,RICARDO IMOVEIS,ATIVIDADES IMOBILIÁRIAS,snorkel
379,8199693,1,6,IMOBILIARIA MANGANO,ATIVIDADES IMOBILIÁRIAS,snorkel
380,7951234,1,6,JET CASA SOLUCAO EM CONSTRUCAO,OBRAS,snorkel
381,7959988,1,6,TERRENO SEM CONSTRUCAO,OBRAS,snorkel
382,6202463,1,6,IGREJA EM CONSTRUCAO ADVENTISTA DO SETIM,OBRAS,snorkel
383,4118225,1,6,FERRAGEM CONSTRUCAO DE PORTAO,OBRAS,snorkel
384,6388600,1,6,DEPOSITO EM OBRA,OBRAS,snorkel
385,9106075,1,6,2 LOJAS E 2APARTAMENTOS EM CONSTRUCAO,OBRAS,snorkel
386,7614523,1,6,SALAO DE BELEZA EM OBRA,OBRAS,snorkel
387,10604391,2,3,GRANJA EM CONSTRUCAO,OBRAS,snorkel
388,729753,1,6,SANTAREM CONSTRUCAO,OBRAS,snorkel
389,6545759,1,6,ACADEMIA DE CAPOEIRA EM OBRAS,OBRAS,snorkel
390,9337550,2,6,BONDE AEREO,- TRANSPORTE AÉREO,snorkel
391,9533396,1,6,HANGAR DA HELISUL TAXI AEREO,- TRANSPORTE AÉREO,snorkel
392,6191209,1,6,LAVANDERIA AEROPORTO,- TRANSPORTE AÉREO,snorkel
393,803642,1,6,AEREO PUBLICIDADE,- TRANSPORTE AÉREO,snorkel
394,6358731,1,6,ESTACIONAMENTO DO AEROPORTO,- TRANSPORTE AÉREO,snorkel
395,229184,1,6,AEROPORTO EDUARDO GOMES,- TRANSPORTE AÉREO,snorkel
396,9298617,1,6,LAVA CAR AEROPORTO,- TRANSPORTE AÉREO,snorkel
397,8100673,1,6,ALEXPRESS AGENCIAMENTO AEREO,- TRANSPORTE AÉREO,snorkel
398,10238426,1,6,DYNAMICS TRANSPORTE AEREO E MARITIMO,- TRANSPORTE AÉREO,snorkel
399,172177,1,6,TRANSPORTES AEREOS DE CARGAS,- TRANSPORTE AÉREO,snorkel
400,8692563,1,6,CONSOLES E BAGAGITOS TAPECARIA APUCARANA,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
401,8228131,1,6,CONSOLADO GERAL DA CHINA,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
