order,urban_rural,landuse_id,landuse_description,manual_label
418215,2,6,ABATEDOR DE BOI,INDÚSTRIAS DE TRANSFORMAÇÃO
400046,1,6,ABATEDOR DE FRAGOS,INDÚSTRIAS DE TRANSFORMAÇÃO
14560,1,6,ABATEDOR DE FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
164067,1,6,ABATEDOR DE FRANGOS,INDÚSTRIAS DE TRANSFORMAÇÃO
59135,1,6,ABATEDOR DE GALINHA,INDÚSTRIAS DE TRANSFORMAÇÃO
424633,1,6,ABATEDOR DE GALINHAS,INDÚSTRIAS DE TRANSFORMAÇÃO
147109,1,6,ABATEDOR DO TONHO,INDÚSTRIAS DE TRANSFORMAÇÃO
16221,1,6,ABATEDOR FRANGOSO,INDÚSTRIAS DE TRANSFORMAÇÃO
70403,1,6,ABATEDOR MARIA DAS ALMAS,INDÚSTRIAS DE TRANSFORMAÇÃO
495430,1,6,ABATEDOR SACOLAO DAS AVES,INDÚSTRIAS DE TRANSFORMAÇÃO
333290,1,6,ABATEDOR SAO JOSE,INDÚSTRIAS DE TRANSFORMAÇÃO
418217,1,6,ABATEDOR UNIVERSAL,INDÚSTRIAS DE TRANSFORMAÇÃO
136280,1,6,ABATEDORA,INDÚSTRIAS DE TRANSFORMAÇÃO
399185,1,6,ABATEDORA DE FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
230245,1,6,ABATEDORA DE FRANGOS,INDÚSTRIAS DE TRANSFORMAÇÃO
79155,1,3,ABATEDORO,INDÚSTRIAS DE TRANSFORMAÇÃO
549083,2,6,ABATEDORO DE BOI FECHADO,DESOCUPADO
348739,2,6,ABATEDORO DE FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
494656,1,6,ABATEDORO HAIVE,INDÚSTRIAS DE TRANSFORMAÇÃO
2972,1,6,ABATEDORO SO FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
2341,2,6,ABATEDOURO,INDÚSTRIAS DE TRANSFORMAÇÃO
182694,2,3,ABATEDOURO,INDÚSTRIAS DE TRANSFORMAÇÃO
296145,1,5,ABATEDOURO,INDÚSTRIAS DE TRANSFORMAÇÃO
2425,1,6,ABATEDOURO ANTONIO FRAGA,INDÚSTRIAS DE TRANSFORMAÇÃO
349830,1,3,ABATEDOURO BOARETTO,INDÚSTRIAS DE TRANSFORMAÇÃO
466958,1,6,ABATEDOURO BOM FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
267511,1,6,ABATEDOURO DE ANIMAIS,INDÚSTRIAS DE TRANSFORMAÇÃO
377928,1,3,ABATEDOURO DE ANIMAIS,INDÚSTRIAS DE TRANSFORMAÇÃO
1473,2,3,ABATEDOURO DE AVES,INDÚSTRIAS DE TRANSFORMAÇÃO
28642,1,6,ABATEDOURO DE AVES,INDÚSTRIAS DE TRANSFORMAÇÃO
477755,2,6,ABATEDOURO DE CARNE MAIA EZEQUIEL,INDÚSTRIAS DE TRANSFORMAÇÃO
23351,1,6,ABATEDOURO DE FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
153900,2,3,ABATEDOURO DE FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
50384,1,6,ABATEDOURO DE FRANGOS,INDÚSTRIAS DE TRANSFORMAÇÃO
57330,1,6,ABATEDOURO DE GALINHAS,INDÚSTRIAS DE TRANSFORMAÇÃO
32372,2,3,ABATEDOURO DE SUINOS,INDÚSTRIAS DE TRANSFORMAÇÃO
145371,2,6,ABATEDOURO DE SUINOS,INDÚSTRIAS DE TRANSFORMAÇÃO
163144,1,6,ABATEDOURO DISAVEL,INDÚSTRIAS DE TRANSFORMAÇÃO
129142,1,6,ABATEDOURO DO GILVAN,INDÚSTRIAS DE TRANSFORMAÇÃO
168451,2,6,ABATEDOURO DO PARUA,INDÚSTRIAS DE TRANSFORMAÇÃO
20294,1,6,ABATEDOURO DO POVO,INDÚSTRIAS DE TRANSFORMAÇÃO
187982,1,6,ABATEDOURO E ACOUGUE,INDÚSTRIAS DE TRANSFORMAÇÃO
74240,2,6,ABATEDOURO E ACOUGUE DE VANEILTON,INDÚSTRIAS DE TRANSFORMAÇÃO
365360,1,6,ABATEDOURO E PEIXARIA CARVALHO,INDÚSTRIAS DE TRANSFORMAÇÃO
219176,2,6,ABATEDOURO FECHADO,DESOCUPADO
510598,1,6,ABATEDOURO FRANGAO,INDÚSTRIAS DE TRANSFORMAÇÃO
255172,1,6,ABATEDOURO FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
357375,1,6,ABATEDOURO FRANGOLINO,INDÚSTRIAS DE TRANSFORMAÇÃO
197011,2,6,ABATEDOURO FRIGORIFICO,INDÚSTRIAS DE TRANSFORMAÇÃO
356392,1,6,ABATEDOURO GERAFRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
19560,1,6,ABATEDOURO INATIVADO,INDÚSTRIAS DE TRANSFORMAÇÃO
570109,1,6,ABATEDOURO JANUARIO,INDÚSTRIAS DE TRANSFORMAÇÃO
548846,1,6,ABATEDOURO KER FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
561015,1,6,ABATEDOURO MUNICIPAL,INDÚSTRIAS DE TRANSFORMAÇÃO
170795,1,6,ABATEDOURO PENA BRANCA,INDÚSTRIAS DE TRANSFORMAÇÃO
578452,1,6,ABATEDOURO POPULAR,INDÚSTRIAS DE TRANSFORMAÇÃO
79924,2,6,ABATEDOURO PUBLICO,INDÚSTRIAS DE TRANSFORMAÇÃO
480241,2,6,ABATEDOURO RIGOR,INDÚSTRIAS DE TRANSFORMAÇÃO
491435,1,6,ABATEDOURO SAO JORGE,INDÚSTRIAS DE TRANSFORMAÇÃO
116682,1,3,ABATEDOURO SOMAVILLA,INDÚSTRIAS DE TRANSFORMAÇÃO
66574,2,6,ABATERDOURO DE GADO,INDÚSTRIAS DE TRANSFORMAÇÃO
362424,1,6,ABATETOURO DE FRANGOS,INDÚSTRIAS DE TRANSFORMAÇÃO
133605,1,6,ABATIDOR DE FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
252729,1,6,ABATIMENTO DE FRANGO,INDÚSTRIAS DE TRANSFORMAÇÃO
147522,1,6,ABATIMENTO DE FRANGOS,INDÚSTRIAS DE TRANSFORMAÇÃO
404724,1,6,ABAZAR E PAPELARIA PITUX,
294544,1,6,ABBA PAI ARTIGOS RELIGIOSOS,
15512,1,6,ABC,
418640,1,6,ABC APRENDIZAGEM,
429858,1,6,ABC COMERCIAL DE ALIMENTOS,
299430,1,4,ABC DOS BAIXINHOS,
183111,1,6,ABC MATERIAIS DE CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO
26481,1,6,ABC SERRALHERIA,
309928,1,6,ABC TRANSPORTES VEICULOS PESADOS,
6228,1,5,ABCD,
484648,1,6,ABCENTER ROLAMENTOS E BUCHAS,
10362,1,6,ABCERPA MAZINHO,
480874,1,5,ABCR DR ENEIDA SOARES PESSOA,
273049,1,6,ABDALA LOBO E FILHOS,
300727,1,6,ABEL E ABEL LTDA BAR E SORVETERIA E RODO,
354370,1,6,ABELA VESTE,
259986,1,6,ABELEREREIRO,
269048,1,6,ABELHA DOURADA,
28440,1,6,ABELHA SOUND,
58563,2,3,ABELHEIRA,
471822,2,4,ABELINHA MAGICA,
160757,1,6,ABENCOADA COMERCIO DE ALIMENTOS LTDA,
52116,1,6,ABENGOA BRASIL,
125720,1,6,ABERTO MAS NAO ATENDE,
467262,1,6,ABETEDOURO DE AVES,
517510,1,6,ABG COMUNICACAO,
414471,1,6,ABIB ABIB,
391456,1,6,ABIDERMAN AUTOPECAS,
449088,1,6,ABIENNE MOVEIS PARA ESCRITORIO E INFORMA,
557970,1,6,ABIGAIL CALCADOS E ACESSORIOS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
226598,1,6,ABIGAIL JOIAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
367543,1,6,ABIGAIL ROUPAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
177739,1,6,ABIL AMAZONIA BANDA LARGA,
211465,1,6,ABILASS,
24711,1,6,ABIM,
503720,1,6,ABIMADE,
440726,1,6,ABISA INDUSTRIA E COMERCIO DE MATERIAIS,
68679,1,6,ABITARE BOBILIARIA,
380291,1,6,ABJ SOM AUTOMOTIVO,
203955,1,6,ABN AGENCIA DE PUBLICIDADE,
289421,1,6,ABO,
63401,2,3,ABOBORA,
281604,1,6,ABOLICAO VEICULOS,
480140,1,6,ABORATORIO SAUDE TDA,
239340,1,6,ABOUCHAR PIRELLI 36222266,
446245,1,6,ABRACADABRA FESTAS,
151071,1,6,ABRAIDO FACCAO,
290278,1,6,ABRANTES VEICULOS,
321784,1,6,ABRE MALHA PRA TAPETE,
312949,1,6,ABRECEM ENGENHARIA,
437006,1,6,ABREU FARIA COM IMPORT E EXPORT INFORMAT,
426161,1,6,ABREU FARMA,
52860,1,6,ABRICA DE ESIVOS,
231305,2,3,ABRIGA PERTENCES DO SITIO,
239880,1,6,ABRIGO,
568460,2,3,ABRIGO ANIMAIS ESTABULO,
292519,1,6,ABRIGO DE ANIMAIS,
379991,1,6,ABRIGO DE CAES,
177744,1,6,ABRIGO DE MENORES,
408586,1,6,ABRIGO ESPERANCA,
115272,1,6,ABRIGO INFANTIL,
166461,2,3,ABRIGO PARA BOVINOS E MANGUEIRA,
333988,2,6,ABRIGO PARA CACHORRO,
491995,2,3,ABRIGO PARA GAD,
273594,2,3,ABRIGO PARA GADOS,
276664,2,6,ABRIGO PARA OS ANIMAIS,
535565,2,6,ABRIGO PARA ROMEIROS,
216483,1,6,ABRIGO SAO MIGUEL ARCANJO,
32167,2,3,ABRIGO TANQUE LEITE,
99577,2,6,ABRIGODE MAQUINAS,
508919,1,6,ABRILICIO CELULARES,
397581,2,3,ABROBEIRA,
123555,1,6,ABS CMERCIAL,
517455,1,6,ABS MAQUINAS,
387419,1,5,ABSC DENTISTA,
273120,1,6,ABSOLUTA,
399100,1,6,ABSOLUTA BAR E PIZZARIA,
411112,1,6,ABSOLUTA COSMETICOS,
451740,1,6,ABSOLUTA ENGENHARIA,
49396,1,6,ABSOLUTA MOTOR C,
239326,1,6,ABSOLUTNET,
114237,1,6,ABUDS GRIFFES,
76306,1,6,ABUTRE SURFMAGAZINE,
221532,1,6,AC CONSTRUCOES,CONSTRUÇÃO
10797,1,6,AC DESCARTAVEIS,
261896,1,6,AC DOS CORREIOS DE SABIAGUABA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
347295,1,6,AC MODAS,
544953,1,6,AC MOVEIS,
359907,1,6,AC PLASTICOS E ESPUMAS LTDA,
183208,1,6,AC SOFTWARE,
452112,1,6,AC TRANSPORTADORA,
11879,1,6,AC0UGUE,
396089,1,6,AC0UGUE DIVINO,
308752,1,6,AC0UGUE DOS AMIGOS,
368459,1,6,ACABADOR DE MOVEIS,
458511,1,6,ACABAMENTO,
360000,1,6,ACABAMENTO DE CONFFECAO,
465884,1,6,ACABAMENTO DE COUROS,
2298,1,6,ACABAMENTO DE JEANS,
428125,1,6,ACABAMENTO DE MOVEIS,
481266,1,6,ACABAMENTO DE MOVEIS BERNARDES,
381476,1,6,ACABAMENTO E PINTURA,
284453,1,6,ACABAMENTO E RESTAURACAO DE MOVEIS,
62974,1,6,ACABAMENTO GRAFICO,
255121,2,6,ACABAMENTOS DE PLASTICO,
368521,1,6,ACABAMENTOS DE SACOLAS,
242171,1,6,ACABAMENTOS EM MADEIRA,
474297,1,6,ACABAMENTOS GRAFICOS,
443285,1,6,ACABAMENTOS RESIDENCIAL GUAMACO,
319934,1,6,ACABAMENTOS RIO VERDE,
362193,1,6,ACABAMENTOS TETEIS,
533378,1,3,ACACIA,
341982,1,6,ACACIA CATALOGO,
435172,1,6,ACACIA CATALOGOS,
538810,1,6,ACACIA DISTRIBUIDORA DE TINTAS,
310713,2,3,ACACICULTURA,
414195,1,6,ACACIO BEBIDAS,
336498,1,6,ACADE VEICULOS,
305234,1,6,ACADEMA GINASTICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
332847,1,6,ACADEMEA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
171545,1,6,ACADEMI DE GINASTICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
453,1,6,ACADEMIA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
568218,1,6,ACADEMIA  ATLETICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
402359,1,6,ACADEMIA  DE  GINASTICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
519275,1,6,ACADEMIA  DE ARTES MACIAIS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
253798,1,6,ACADEMIA  DE GINASTICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
393917,1,6,ACADEMIA  FITNESS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
199477,1,6,ACADEMIA  GALIXIA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
401817,1,6,ACADEMIA  PERSONAL ARTE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
208435,1,6,ACADEMIA  RS7,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
289884,1,6,ACADEMIA  TAN LAN DE ARTES MARCIAIS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
66025,1,6,ACADEMIA  TRYBALL,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
161300,1,6,ACADEMIA 100 POR CENTO MUSCULACAO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
3996,1,6,ACADEMIA 3 IDADE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
385963,1,6,ACADEMIA 4 ESTILOS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
3542,1,6,ACADEMIA ACQUA FITNESS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
158557,1,6,ACADEMIA ACQUA MASTER,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
144567,1,6,ACADEMIA ACQUA VIVA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
103595,1,6,ACADEMIA ADRENALINA FITNESS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
86144,1,6,ACADEMIA ADVANCE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
318166,1,6,ACADEMIA AGUIA ACESSO ESCADARIA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
370816,1,6,ACADEMIA ALIANCE JIU JITSU,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
382236,1,6,ACADEMIA ALTA ENERGIA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
189544,1,6,ACADEMIA AMAR,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
16205,1,6,ACADEMIA AMC,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
546265,1,6,ACADEMIA AO AR LIVRE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
46257,1,6,ACADEMIA APOLO SENTER,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
504433,1,6,ACADEMIA APP,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
277314,1,6,ACADEMIA AQUARIOS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
364833,1,6,ACADEMIA AQUARIOS FEMINA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
46089,1,6,ACADEMIA AQUARIUS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
248830,1,6,ACADEMIA AQUATIC CENTER,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
438820,1,6,ACADEMIA AQUAVIDA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
504170,1,6,ACADEMIA ARMAGEDOM,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
425424,1,6,ACADEMIA ARTES MACIAIS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
463244,1,6,ACADEMIA ARTES MARCIAIS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
69410,1,6,ACADEMIA ARTES MARCIAIS CHARLES CARVALHO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
524982,1,6,ACADEMIA ARTFORMA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
48553,1,6,ACADEMIA ARTUR ASSUNCAO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
325081,1,6,ACADEMIA ARUA FITNESS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
147540,1,6,ACADEMIA ATENAS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
852,1,6,ACADEMIA ATHENAS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
25279,1,6,ACADEMIA ATHLETIC FORM,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
153943,1,6,ACADEMIA ATHLETICA FITNESS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
345976,1,6,ACADEMIA ATHOS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
489298,1,6,ACADEMIA ATITUDE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
146015,1,6,ACADEMIA ATIVA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
33121,1,6,ACADEMIA ATLETICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
301294,1,6,ACADEMIA ATTITUDE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
204852,1,6,ACADEMIA B 13,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
46822,1,6,ACADEMIA BAD DOG,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
46996,1,6,ACADEMIA BANNI FIGHT CLUB,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
481720,1,6,ACADEMIA BARRA SOLO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
371782,1,6,ACADEMIA BELA VISTA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
274720,1,6,ACADEMIA BELLA FORMA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
256381,1,6,ACADEMIA BELO CORPO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
144953,1,6,ACADEMIA BEM ESTAR,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
373768,1,6,ACADEMIA BF,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
219363,1,6,ACADEMIA BIO ATIVA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
22893,1,6,ACADEMIA BIO FITNESS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
287984,1,6,ACADEMIA BIO FORMA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
131934,1,6,ACADEMIA BIO FORMULA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
89638,1,6,ACADEMIA BIOFIT,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
167636,1,6,ACADEMIA BIOFITNESS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
324439,1,6,ACADEMIA BIORITMO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
564199,1,6,ACADEMIA BLADE FIT,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
35793,1,6,ACADEMIA BOA FORMA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
238706,1,6,ACADEMIA BODY ACTION,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
323476,1,6,ACADEMIA BODY CONTROL,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
292385,1,6,ACADEMIA BODY FITNES,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
46345,1,6,ACADEMIA BODY WORLD,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
157210,1,6,ACADEMIA BODYACTION,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
10822,1,6,ACADEMIA BODYPLACE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
223764,1,6,ACADEMIA BRASIL ORIENTE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
312324,1,6,ACADEMIA BRASILEIRA DE ARTE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
294761,1,6,ACADEMIA BROTHER FITNESS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
563882,1,6,ACADEMIA BUDOKAN,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
503368,1,6,ACADEMIA BY SAID,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
511572,1,6,ACADEMIA CABO FIT FUNDOS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
476463,1,6,ACADEMIA CAFE LJ,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
112947,1,6,ACADEMIA CALCADENSE DE LETRAS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
434406,1,6,ACADEMIA CARDIOVITA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
72561,1,6,ACADEMIA CARLAS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
461127,1,6,ACADEMIA CESAR FITNES,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
351679,1,6,ACADEMIA CHINKUAM  CABELEREIRO E LOJA MA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
366103,1,6,ACADEMIA CINETICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
394272,1,6,ACADEMIA CIRCUITO KOMBATO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
279474,1,6,ACADEMIA CLARA BARBOSA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
481348,1,6,ACADEMIA COB BRASIL,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
159893,1,6,ACADEMIA CONCEICAO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
154669,1,6,ACADEMIA CONCENTRE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
234929,1,6,ACADEMIA CONEXAO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
334127,1,6,ACADEMIA CONFORME O 123,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
437102,1,6,ACADEMIA CORPO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
380114,1,6,ACADEMIA CORPO E ACAO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
50386,1,6,ACADEMIA CORPO E ALMA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
988,1,6,ACADEMIA CORPO E ARTE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
241416,1,6,ACADEMIA CORPO E CIA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
172813,1,6,ACADEMIA CORPO E COMPANHIA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
44842,1,6,ACADEMIA CORPO E MENTE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
8800,1,6,ACADEMIA CORPO E MOVIMENTO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
265511,1,6,ACADEMIA CORPO E VIDA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
540481,1,6,ACADEMIA CORPO EM MOVIMENTO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
409982,1,6,ACADEMIA CORPO SARADO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
292409,1,6,ACADEMIA CORPORE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
409407,1,6,ACADEMIA CORPOS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
431211,1,6,ACADEMIA CORPOS ESTACAO SAUDE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
50427,1,6,ACADEMIA CORPUS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
537870,1,6,ACADEMIA CORPUS E IMPACTO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
30412,1,6,ACADEMIA CULTURA FISICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
37770,1,6,ACADEMIA CURVES,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
162517,1,6,ACADEMIA DA CASA 168,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
312925,1,6,ACADEMIA DA FERNANDA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
8623,1,6,ACADEMIA DA GULA DISK PIZZAS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
517944,1,6,ACADEMIA DA NEIDE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
133239,1,6,ACADEMIA DANCA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
14649,1,6,ACADEMIA DE AGUA TERAPIA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
229997,1,6,ACADEMIA DE AIKIDO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
21015,1,6,ACADEMIA DE ARTES MACIAIS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
97932,1,6,ACADEMIA DE ARTES MARCIAIS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
50357,1,6,ACADEMIA DE ARTES MARCIAS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
248160,1,6,ACADEMIA DE ATIVIDADES FISICAS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
224396,1,6,ACADEMIA DE BALETT,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
154375,1,6,ACADEMIA DE BALLET,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
374155,1,6,ACADEMIA DE BALLET GORETTI QUINTELA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
414193,1,6,ACADEMIA DE BOX,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
109405,1,6,ACADEMIA DE BOXE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
88573,1,6,ACADEMIA DE CAPOEIRA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
19092,1,6,ACADEMIA DE CAPOEIRA E JIU JITSU,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
