ordem,uf,municipality,district,sub_district,urban_rural,landuse_id,landuse_description,categoria_cnae,dúvidas,CNAE
565296,25,13208,5,0,2,3,ARMAZEM DE PRODUCAO DE RACOES,,,
265632,41,24400,5,0,2,3,ARMAZEM DE PRODUOS AGRICOLAS,,,
9946,23,11207,10,0,1,6,ARMAZEM DE PRODUTOS,,,
694,32,3007,5,0,2,3,ARMAZEM DE PRODUTOS AGRICOLAS,,,
13055,23,12700,10,0,2,6,ARMAZEM DE PRODUTOS AGRICOLAS,,,
255250,26,16001,5,0,2,3,ARMAZEM DE PRODUTOS AGRICULAS,,,
144450,42,17303,5,0,1,6,ARMAZEM DE PRODUTOS AGROPECUARIOS,,,
378107,26,3801,5,0,2,3,ARMAZEM DE PRODUTOS AGROPECUARIOS,,,
429535,31,47907,5,0,1,6,ARMAZEM DE PRODUTOS ALIMENTICIO,,,
189500,23,7007,5,0,1,6,ARMAZEM DE PRODUTOS ALIMENTICIOS,,,
435099,35,11300,5,0,2,6,ARMAZEM DE PRODUTOS DE LIMPEZA,,,
116782,25,12804,5,0,2,6,ARMAZEM DE PRODUTOS DE USO AGRICOLAS,,,
510516,35,50308,53,0,1,6,ARMAZEM DE PRODUTOS IMPORTADO EM GERAL,,,
34582,43,4309,5,0,2,6,ARMAZEM DE PRODUTOS INSUMOS AGRICOLAS,,,
12042,23,13005,35,0,2,6,ARMAZEM DE RACAO,,,
95622,25,11103,5,0,2,3,ARMAZEM DE RACAO,,,
189115,25,3506,5,0,2,6,ARMAZEM DE RACAO ANIMAL,,,
430719,24,5702,5,0,2,6,ARMAZEM DE RACAO DE ANIMAL,,,
95035,29,24058,5,0,2,6,ARMAZEM DE RACAO DE GADO LEITEIRO,,,
151610,24,12302,10,0,2,6,ARMAZEM DE RACAO P GADO,,,
358086,24,10702,5,0,2,6,ARMAZEM DE RACAO PARA GADO,,,
130022,22,3503,5,0,2,6,ARMAZEM DE RACOES,,,
322319,23,11355,5,0,2,3,ARMAZEM DE RACOES,,,
356808,24,8706,5,0,1,6,ARMAZEM DE RACOES PARA ANIMAIS,,,
349602,24,8300,5,0,2,6,ARMAZEM DE RASAO,,,
128018,43,1305,5,0,1,6,ARMAZEM DE RECICLAGEM,,,
73913,24,12401,5,0,2,6,ARMAZEM DE RESFRIAMENTO DE LEITE,,,
328165,23,5605,25,0,2,3,ARMAZEM DE RESIDIO,,,
448803,42,11801,5,0,2,3,ARMAZEM DE ROBERTO FRANCK,,,
92121,29,504,5,0,2,6,ARMAZEM DE ROSA,,,
40778,32,2256,15,0,1,6,ARMAZEM DE SACARIA,,,
279477,21,11748,5,0,1,3,ARMAZEM DE SACOS ARROZ MILHO,,,
387808,29,19009,5,0,2,6,ARMAZEM DE SAL,,,
247581,25,7705,5,0,2,6,ARMAZEM DE SEBASTIAO,,,
42961,43,22400,5,0,1,6,ARMAZEM DE SECOS E MOLHADAS,,,
11202,35,34401,5,0,1,6,ARMAZEM DE SECOS E MOLHADOS,,,
182685,43,18804,5,0,1,6,ARMAZEM DE SECOS MOLHADOS,,,
26876,25,15500,5,0,2,6,ARMAZEM DE SEMENTES,,,
34987,41,806,5,0,2,3,ARMAZEM DE SEMENTES,,,
97354,29,3276,5,0,2,3,ARMAZEM DE SISAL,,,
503679,29,17003,5,0,2,6,ARMAZEM DE SISAL,,,
557926,43,3004,5,0,1,6,ARMAZEM DE SORTIDOS,,,
319822,25,13208,5,0,1,6,ARMAZEM DE SUCATA,,,
112739,25,13208,5,0,2,6,ARMAZEM DE SUCATAS,,,
182387,27,300,5,0,1,6,ARMAZEM DE SUPERMECADO,,,
176885,24,3202,5,0,2,3,ARMAZEM DE TAMBORES,,,
402655,23,11231,5,0,2,6,ARMAZEM DE TRATOR,,,
528872,35,26902,5,0,2,6,ARMAZEM DE TRATORES E FERRAMENTAS,,,
515805,29,4852,5,0,2,6,ARMAZEM DE TRECOS,,,
297126,26,6903,15,0,2,6,ARMAZEM DE TROSSO,,,
487492,26,6903,15,0,2,3,ARMAZEM DE TROSSOS,,,
500259,27,9301,5,0,2,6,ARMAZEM DE TUBULACAO,,,
420850,24,10108,5,0,2,6,ARMAZEM DE UM MERCADINHO,,,
482642,25,12036,5,0,2,6,ARMAZEM DE USO DIVERSO,,,
304694,23,2404,10,0,1,6,ARMAZEM DE USO GERAL,,,
366947,35,50308,56,0,1,6,ARMAZEM DE UTENCILIOS DOMESTICOS,,,
276943,24,10900,5,0,2,6,ARMAZEM DE UTENSILIOS AGRICOLAS,,,
304058,24,8300,5,0,2,6,ARMAZEM DE UTENSILIOS AGROPEC,,,
210308,22,8007,5,0,1,6,ARMAZEM DE VENDA EM ATACADO,,,
179785,26,2100,25,0,1,6,ARMAZEM DE VERDURAS,,,
377291,42,11801,5,0,2,3,ARMAZEM DE ZELANTINO PANISON,,,
51644,24,14001,5,0,1,6,ARMAZEM DEPOSITO,,,
291104,41,4501,5,0,2,6,ARMAZEM DEPOSITO CEREAIS,,,
21818,23,13302,10,0,2,6,ARMAZEM DEPOSITOS AGRICOLAS,,,
12202,53,108,5,25,1,6,ARMAZEM DESATIVADO,,,
547847,29,2708,5,0,2,6,ARMAZEM DEUS E MAIS,,,
194178,43,23002,35,0,1,6,ARMAZEM DO ALEMAO,,,
400955,29,27408,5,11,1,6,ARMAZEM DO BAR,,,
464173,24,13706,5,0,1,6,ARMAZEM DO BUJAO,,,
417697,35,50308,34,0,1,6,ARMAZEM DO CAFE,,,
284168,29,6006,5,0,2,6,ARMAZEM DO CAMPO,,,
9309,23,4251,5,0,2,6,ARMAZEM DO CENTRO COMUNITARIO,,,
523930,27,2553,5,0,2,6,ARMAZEM DO CHICO DEILDO,,,
127488,31,36702,5,6,1,6,ARMAZEM DO COURO,,,
564016,23,3808,30,0,2,3,ARMAZEM DO DIASSIS,,,
244803,26,7307,5,0,1,6,ARMAZEM DO DODOGA,,,
144391,41,11506,5,0,1,6,ARMAZEM DO DOQUINHA,,,
58339,22,1606,5,0,1,6,ARMAZEM DO DUCA,,,
244713,31,70404,5,0,1,6,ARMAZEM DO ELINHO,,,
209567,23,2404,40,0,2,3,ARMAZEM DO ENOQUE,,,
100892,23,2404,40,0,2,3,ARMAZEM DO EVERTO,,,
78171,17,3073,5,0,1,6,ARMAZEM DO GRACIMAR,,,
421585,33,4557,5,13,1,6,ARMAZEM DO HOSPITAL SAMARITANO,,,
15605,32,1704,5,0,1,6,ARMAZEM DO JEFAO,,,
158555,31,18809,5,0,1,6,ARMAZEM DO JOAO,,,
279290,32,5176,15,0,2,6,ARMAZEM DO JOAO CARLOS,,,
376409,23,2404,40,0,2,3,ARMAZEM DO JOAO GARCIA,,,
433580,26,15300,5,0,1,6,ARMAZEM DO LAR,,,
275194,23,11603,5,0,2,6,ARMAZEM DO MANEL PRETINHO,,,
95209,31,54101,5,0,1,6,ARMAZEM DO MARQUINHO DO GILSON,,,
56652,43,14902,5,0,1,6,ARMAZEM DO MEIO,,,
447785,23,11405,32,0,2,6,ARMAZEM DO MERCADINHO,,,
268178,43,17202,5,0,2,6,ARMAZEM DO MERCADO,,,
58033,26,6507,5,0,1,6,ARMAZEM DO MILHO,,,
328342,31,33501,5,0,1,6,ARMAZEM DO MINEIRINHO,,,
91252,43,6106,5,0,1,6,ARMAZEM DO NENE,,,
498810,31,6705,5,1,1,6,ARMAZEM DO PAO,,,
365752,31,13800,5,0,2,6,ARMAZEM DO PAULAO,,,
193212,25,11004,5,0,1,6,ARMAZEM DO PAULO,,,
137075,13,1704,5,0,1,6,ARMAZEM DO PORTO,,,
31771,43,406,5,11,1,6,ARMAZEM DO POVO,,,
133721,24,11007,5,0,1,6,ARMAZEM DO PRODUTOR,,,
556517,42,2305,5,0,2,6,ARMAZEM DO QUIRINO,,,
359091,23,2404,40,0,2,3,ARMAZEM DO RAIMUNDO DA COSTA,,,
467916,51,3403,5,41,1,6,ARMAZEM DO SABOR,,,
223341,32,5010,5,0,2,3,ARMAZEM DO SECADOR,,,
572269,43,14902,5,0,1,6,ARMAZEM DO SEU ALICIO,,,
326229,29,21708,20,0,1,6,ARMAZEM DO SR JOAO,,,
270929,35,47809,5,0,1,6,ARMAZEM DO SR JOSE,,,
294006,29,17334,5,0,1,6,ARMAZEM DO SUPERMERCADO,,,
205184,32,1159,5,0,1,6,ARMAZEM DO SUPERMERCADO ULIANA,,,
498611,31,70404,5,0,1,6,ARMAZEM DO TIAOZINHO,,,
315202,15,404,5,0,1,6,ARMAZEM DO TITICO,,,
255854,41,9401,5,0,2,6,ARMAZEM DO TORRES,,,
518509,52,8707,5,16,1,6,ARMAZEM DO WILMAR,,,
479982,43,9506,9,0,1,6,ARMAZEM DO WOJCIK,,,
331972,31,4502,15,0,1,6,ARMAZEM DO ZE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
49228,43,11304,5,0,1,6,ARMAZEM DOCE E DOCE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
409256,15,800,5,0,1,6,ARMAZEM DOIS IRMAOS,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
522394,33,5703,15,0,1,6,ARMAZEM DONA MARIANA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
359377,26,12554,5,0,1,6,ARMAZEM DONA TEREZINHA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
377351,43,13375,5,0,1,6,ARMAZEM DOS BICHOS,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
5444,35,4107,5,0,1,6,ARMAZEM DOS TECIDOS,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
35273,31,40159,5,0,1,6,ARMAZEM DRAGAGEM,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
118168,22,1101,5,0,1,6,ARMAZEM DUARETE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
269424,43,14407,5,13,1,6,ARMAZEM E ACOUGUE BASHI,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
89567,43,20354,5,0,1,6,ARMAZEM E ACOUGUE MINI SUL,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
27171,43,18705,5,0,1,6,ARMAZEM E BAR,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
33421,31,15508,5,0,1,6,ARMAZEM E BAR DA NEUSA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
29301,31,48004,5,0,2,6,ARMAZEM E BAR DO PACHECO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
372696,29,28703,5,0,1,6,ARMAZEM E BAR DO PEDRINHO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
445124,43,21451,5,0,1,6,ARMAZEM E BAR RAMM,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
478105,29,14901,10,0,2,3,ARMAZEM E BARCACA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
200337,25,12002,5,0,1,6,ARMAZEM E BOM,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
240807,25,15500,5,0,2,6,ARMAZEM E CHURRASCARIA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
459581,23,9300,45,0,2,3,ARMAZEM E COCHEIRAS,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
236376,24,13607,5,0,2,3,ARMAZEM E CURAL,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
357726,24,6809,5,0,2,3,ARMAZEM E CURRAL,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
184881,24,5603,5,0,2,3,ARMAZEM E CURRAU,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
49814,26,11200,5,0,2,6,ARMAZEM E DEPOSITO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
150216,23,9409,5,0,1,6,ARMAZEM E DEPOSITO FECHADO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
24799,32,3205,7,0,2,6,ARMAZEM E ESTUFADE CACAU,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
196798,25,6707,5,0,2,6,ARMAZEM E GARAGEM,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
101567,43,8607,5,0,1,6,ARMAZEM E GARAGEM DO CAMINHAO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
411016,26,3801,5,0,2,6,ARMAZEM E GARAGEM E CASA DE FRINHA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
566927,41,21406,15,0,2,3,ARMAZEM E GRAJEM DE MAQUINAS,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
483336,43,23002,35,0,1,6,ARMAZEM E LANCHERIA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
388738,35,18800,5,0,1,6,ARMAZEM E LANCHONETE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
557552,35,56206,5,0,1,6,ARMAZEM E LEILAO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
551040,43,5124,15,0,2,6,ARMAZEM E LOJA DE ROUPAS FEMININAS EMASC,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
264789,26,15706,5,0,1,6,ARMAZEM E LOJINHA,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
379796,13,3007,5,0,1,6,ARMAZEM E MAGAZINE,,,
273168,23,13104,5,0,1,3,ARMAZEM E MOINHO DE PALHA DE CARNAUBA,,,
75267,26,3207,5,0,1,6,ARMAZEM E MOVEIS,,,
494753,42,2404,5,0,1,6,ARMAZEM E PADARIA,,,
99021,29,13606,50,0,2,6,ARMAZEM E SECADOR,,,
427230,29,32705,5,0,2,3,ARMAZEM E SECADOR,,,
172483,43,10462,5,0,1,6,ARMAZEM E SILO,,,
333076,24,13607,5,0,2,3,ARMAZEM E TERRENO AGROPECUARIOS,,,
274332,21,11102,5,0,1,6,ARMAZEM ECONOMICO,,,
224844,31,70404,5,0,1,6,ARMAZEM EDUARDO,,,
540,22,8700,5,0,1,6,ARMAZEM ELDORADO,,,
274382,26,7901,5,0,1,6,ARMAZEM ELI,,,
25811,43,406,5,9,1,6,ARMAZEM ESQUINA,,,
192761,52,17104,5,0,1,6,ARMAZEM FECADO,,,
523267,26,9907,5,0,2,6,ARMAZEM FECHADA,,,
7415,24,12302,5,0,1,6,ARMAZEM FECHADO,,,
11227,52,5471,5,0,2,3,ARMAZEM FELIZOM,,,
6294,21,11078,5,0,2,6,ARMAZEM FERRAMENTAS,,,
360573,24,10207,5,0,2,6,ARMAZEM FERRAMENTAS AGRICULTURA,,,
437738,42,8203,5,0,1,6,ARMAZEM FERRAMENTAS RDP,,,
357797,43,16907,5,12,1,6,ARMAZEM FERREIRA,,,
41522,29,33604,5,0,1,6,ARMAZEM FIGUEIREDO,,,
88212,43,7906,15,0,1,6,ARMAZEM FLABER LTDA,,,
319755,43,16907,5,12,1,6,ARMAZEM FOGIATTO,,,
371996,24,3707,5,0,2,3,ARMAZEM FORRAGEIRA COCHEIRAS,,,
85719,25,17100,5,0,2,6,ARMAZEM FORRAGEM E RACAO ANIMAL,,,
246039,23,12908,5,0,1,6,ARMAZEM FORTALEZA,,,
535620,16,303,5,0,1,6,ARMAZEM FROTA,,,
400773,27,9301,5,0,1,6,ARMAZEM GARAGEM,,,
99164,43,1750,5,0,1,6,ARMAZEM GENEROS ALIMENTICIOS,,,
471100,31,12109,5,0,1,6,ARMAZEM GERAIS DE CAFE COOPARAO,,,
431440,43,14407,5,14,1,6,ARMAZEM GERAL,,,
451645,43,2907,5,0,1,6,ARMAZEM GOERSCH,,,
578431,15,602,5,0,1,6,ARMAZEM GOES,,,
504752,26,4106,5,0,1,6,ARMAZEM GONCALO,,,
40317,43,6502,5,0,1,6,ARMAZEM GORNICKI,,,
300928,27,6406,5,0,1,6,ARMAZEM GRANDE,,,
475397,52,16403,5,0,1,6,ARMAZEM GRANELEIRO COMIGO,,,
454159,22,5599,5,0,2,6,ARMAZEM GUARDA DE PRODUTOS ALIMENTICIOS,,,
288528,24,13706,5,0,2,6,ARMAZEM GUARDA PALHA MILHO,,,
80937,26,9154,5,0,2,6,ARMAZEM GUARTO DE DESPENSA,,,
335640,29,20452,5,0,1,6,ARMAZEM GUEDES,,,
161766,43,22400,5,0,1,6,ARMAZEM HERMES,,,
419257,35,37800,5,0,2,6,ARMAZEM HORTIFRUTI,,,
452087,43,16402,5,0,1,6,ARMAZEM IBARE,,,
258772,43,11205,30,0,1,6,ARMAZEM IENSEM,,,
79851,35,48500,5,0,1,6,ARMAZEM IMOVEIS,,,
524007,43,14407,5,13,1,6,ARMAZEM INCAURRIAGA,,,
459590,23,14003,5,0,1,6,ARMAZEM ITAUNA,,,
88649,25,6301,5,0,1,6,ARMAZEM JAIME VIEIRA,,,
354521,43,1602,5,0,1,6,ARMAZEM KD,,,
572268,35,709,10,0,1,6,ARMAZEM LACERDA,,,
342823,43,18705,5,0,1,6,ARMAZEM LANGNER,,,
83800,43,14407,5,13,1,6,ARMAZEM LEAL,,,
509508,43,9308,5,0,2,6,ARMAZEM LEAO,,,
211901,35,23701,5,0,2,3,ARMAZEM LIMPAR CAFE,,,
76127,52,3609,5,0,1,6,ARMAZEM MACEDO,,,
367842,43,1503,5,0,2,3,ARMAZEM MAQUINAS E SALAS DE HORDENHAS,,,
534384,43,5439,5,0,1,6,ARMAZEM MARCEL,,,
27002,43,18408,5,0,1,6,ARMAZEM MARIA CARVALHO,,,
125791,52,11602,5,0,1,6,ARMAZEM MARINS,,,
342921,29,28604,5,0,1,6,ARMAZEM MARTINS,,,
405303,29,4902,5,0,2,3,ARMAZEM MAT ANIMAIS,,,
298235,24,10207,5,0,2,6,ARMAZEM MATERIAIS DA AGRICULTURA,,,
351781,52,17104,5,0,1,6,ARMAZEM MENOR PRECO,,,
471060,43,16907,5,6,1,6,ARMAZEM MERCADO ZAPPAS,,,
421344,43,15305,5,0,1,6,ARMAZEM MICAELA,,,
144225,41,12108,5,0,2,6,ARMAZEM MILHO,,,
36908,32,5176,15,0,2,6,ARMAZEM MILK,,,
129463,43,5108,5,10,1,6,ARMAZEM MINI MERCADO,,,
378231,26,14709,5,0,1,6,ARMAZEM MOTA,,,
402860,41,19400,5,0,1,6,ARMAZEM NATURALE FRUTAS E VERDURAS,,,
295340,43,2808,5,0,1,6,ARMAZEM NEGAO,,,
173037,42,13807,5,0,1,6,ARMAZEM NELO,,,
452129,43,14902,5,0,1,6,ARMAZEM NOBEL,,,
238417,43,1602,5,0,1,6,ARMAZEM NOGUEIRA,,,
226466,26,9600,5,0,1,6,ARMAZEM NORDESTE,,,
526942,43,14209,5,0,1,6,ARMAZEM NOSSA SENHORA APARECIDA,,,
414580,43,9209,5,0,2,6,ARMAZEM NSA SRA APARECIDA,,,
298335,21,7803,5,0,1,6,ARMAZEM O RAIMUNDO LOURO,,,
41415,43,13409,5,0,1,6,ARMAZEM OLIMPIO,,,
233307,17,13205,5,0,1,6,ARMAZEM OLIVEIRA,,,
534700,32,5176,15,0,2,6,ARMAZEM ONOFRE,,,
477234,43,2303,5,0,2,6,ARMAZEM OTAVIO,,,
154225,43,22525,5,0,2,6,ARMAZEM OTOMAR ARAUJO,,,
390284,51,3056,5,0,2,6,ARMAZEM OVITRIL,,,
141562,26,8453,5,0,1,6,ARMAZEM OVOS EM GERAL,,,
492667,25,16151,5,0,2,6,ARMAZEM PARA ARMAZENAGEM DE CEREAS,,,
244820,21,4008,5,0,2,6,ARMAZEM PARA ARROZ,,,
67566,23,11207,5,0,2,3,ARMAZEM PARA COLOCAR COMIDA PARA O GADO,,,
235992,24,14605,5,0,2,6,ARMAZEM PARA COMIDAS DE ANIMAIS,,,
325250,27,4609,5,0,2,6,ARMAZEM PARA CONCERTOS DE BICICLETA,,,
109869,26,12406,5,0,1,3,ARMAZEM PARA CRIACAO DE BODE,,,
431319,25,12002,5,0,2,6,ARMAZEM PARA DEPOSITO,,,
514388,27,7206,5,0,2,3,ARMAZEM PARA FERRAGENS AGRICOLAS,,,
227769,24,3202,5,0,2,6,ARMAZEM PARA FINS AGRICULA,,,
288597,24,3202,5,0,2,6,ARMAZEM PARA FINS AGRICULAS,,,
232296,26,10301,5,0,2,6,ARMAZEM PARA GUARDA DE PRODUTOS AGRICULA,,,
183466,25,16151,5,0,2,6,ARMAZEM PARA GUARDA FERRAMENTAS DE TRABA,,,
103236,23,2404,5,0,2,6,ARMAZEM PARA GUARDAR COISAS,,,
11414,23,1703,5,0,2,6,ARMAZEM PARA GUARDAR LEGUMES,,,
250915,35,4800,5,0,2,6,ARMAZEM PARA GUARDAR MAQUINARIO,,,
180562,29,2104,5,0,2,6,ARMAZEM PARA GUARDAR OBJETOS,,,
153406,23,13302,10,0,2,6,ARMAZEM PARA GUARDAR RACAO ANIMAL,,,
69479,25,12804,5,0,2,3,ARMAZEM PARA PROCESAMENTO DE RACAO E CUR,,,
255907,24,4804,5,0,2,3,ARMAZEM PARA RACAO,,,
320832,35,4800,5,0,2,6,ARMAZEM PARA RACAO,,,
23255,21,6003,5,0,1,6,ARMAZEM PARAIBA,,,
147189,52,18391,5,0,1,6,ARMAZEM PAULISTA,,,
473347,23,7502,25,0,1,6,ARMAZEM PEDRO XAVIER,,,
364432,43,14506,5,0,1,6,ARMAZEM PEDROSO,,,
447334,29,3276,5,0,2,3,ARMAZEM PLANTA FEIJAO E MILHO,,,
449224,21,105,5,0,1,6,ARMAZEM POPULAR,,,
405657,26,7901,5,0,1,6,ARMAZEM PORTO ALEGRE,,,
188158,31,35209,5,0,1,6,ARMAZEM PRA ALUGAR,,,
400076,50,7695,5,0,1,6,ARMAZEM PRIMOR,,,
27001,23,5407,15,0,2,6,ARMAZEM PRODUTOS AGRICOLAD,,,
499595,24,2709,5,0,2,6,ARMAZEM PRODUTOS AGRICOLAS,,,
163031,33,4557,5,20,1,6,ARMAZEM PRODUTOS ALMENTICIOS,,,
12630,26,3009,5,0,1,6,ARMAZEM PROGRESSO,,,
523530,26,54,5,0,1,6,ARMAZEM QUASE TUDO,,,
6522,25,8703,5,0,1,6,ARMAZEM QUE SERVE DE EPOSITO,,,
547292,43,4507,25,0,2,6,ARMAZEM QUI BARATO,,,
49226,43,14407,50,0,2,6,ARMAZEM RAMM,,,
334526,26,15706,5,0,2,6,ARMAZEM RAPADURA,,,
361855,25,16151,5,0,2,6,ARMAZEM RARA ARMAZENAGE DE PRODUTOS AGRI,,,
440532,21,11300,5,0,1,6,ARMAZEM REAL,,,
391488,23,4400,70,10,1,6,ARMAZEM REUBELLE,,,
157011,29,7301,5,0,1,6,ARMAZEM RODRIGUES,,,
170163,43,17103,5,0,1,6,ARMAZEM ROLIM,,,
242701,35,50308,89,0,1,6,ARMAZEM ROUPAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
16833,32,1704,5,0,1,6,ARMAZEM RUBINHO,,,
