id,landuse_id,landuse_description,label,anotador1,ambiguous,anotador3
6313700,6,consulado do chile,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,N,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS
10635253,6,consulado espanha,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,N,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS
10351296,6,consulado general da espana,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,N,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS
6310753,6,consulado geral da ucrania no rj,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,N,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS
11414151,6,consulorio otontologico,NÃO DEFINIDO,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
6703888,5,consultorio cirurgia digestiva,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
11239055,6,consultorio de fisioterapia,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
6324291,5,consultorio de psicanalise e ortodontia,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
6325500,6,consultorio denista,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
7984809,6,consultorio dentista,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
10062519,5,consultorio especializado em saude bucal,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
3166258,5,consultorio odontologico,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
5394877,6,consultorio odontologico  dr luiz,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
4185919,5,consultorio odontologico clinica geral e,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
3852907,6,consultorio oftomo,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
9275732,6,consultorio veterinario,SAÚDE HUMANA E SERVIÇOS SOCIAIS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",N,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
7266799,6,contabilidade,NÃO DEFINIDO,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",N,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
7400178,6,contrutora civil,NÃO DEFINIDO,CONSTRUÇÃO,N,CONSTRUÇÃO
1043765,6,cooperativa de extracao de areia,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,N,INDÚSTRIAS EXTRATIVAS
1111643,6,coordenacao municipal dos cemiterios,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",N,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
10353659,6,corpo de bombeiros,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",N,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
500021,6,correio,NÃO DEFINIDO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
5875334,6,correio do camata,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
876724,6,correio do estado,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,INFORMAÇÃO E COMUNICAÇÃO,N,INFORMAÇÃO E COMUNICAÇÃO
3416124,6,correio mansenhor osvaldo,NÃO DEFINIDO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
1910287,6,correios,NÃO DEFINIDO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
2264760,6,correios e telegrafo,NÃO DEFINIDO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
7097565,6,correios saida lateral,NÃO DEFINIDO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
4697445,6,correios telegrafos,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
9095690,6,corretagem de imoveis,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,N,ATIVIDADES IMOBILIÁRIAS
2494921,6,corretor de imoveis,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,N,ATIVIDADES IMOBILIÁRIAS
6763403,6,corretora de graos,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
10577468,6,corretora de imoveis,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,N,ATIVIDADES IMOBILIÁRIAS
7716796,6,corretora de seguro,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",N,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS"
10030037,6,corsan abastecimento de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",N,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
6614399,6,costureira,NÃO DEFINIDO,INDÚSTRIAS DE TRANSFORMAÇÃO,S,INDÚSTRIAS DE TRANSFORMAÇÃO
2133287,4,creche comunitaria,EDUCAÇÃO,EDUCAÇÃO,N,EDUCAÇÃO
8266688,4,creche judith cunha amorim,EDUCAÇÃO,EDUCAÇÃO,N,EDUCAÇÃO
6411001,4,creche municipal vila progresso,EDUCAÇÃO,EDUCAÇÃO,N,EDUCAÇÃO
6587385,3,criacao de aves,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
5941734,3,criacao de bovino e caprino,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
10223432,3,criacao de gado leiteiro,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
2201945,3,criacao de ovinos,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
1339625,3,criacao de porco,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
11441636,3,criacao de suino,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
4280432,6,criatorio de pombo correio,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
9652443,6,cristal tintas,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,N,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO
5756570,3,cultivo  de cafe,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
10511767,3,cultivo de fumo,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
6827509,3,cultivo de hortalicas,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
202774,3,cultivo de malva,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
4453283,3,cultivo de soja,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
5134889,3,cultivo do cafe,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
10472771,3,cultura do fumo,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
2679544,3,curral,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
4915404,3,curral de criacao bovina,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
6065651,3,curral de ordenha de vacas,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
6055424,6,curso de idiomas,EDUCAÇÃO,EDUCAÇÃO,N,EDUCAÇÃO
1886731,4,curso do projovem,EDUCAÇÃO,EDUCAÇÃO,N,EDUCAÇÃO
7274140,6,cursos informatica,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,EDUCAÇÃO,N,EDUCAÇÃO
3145178,6,dae,NÃO DEFINIDO,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",N,NÃO DEFINIDO
10339547,6,dae estacao energia eletrica 8ookva,ELETRICIDADE E GÁS,ELETRICIDADE E GÁS,N,ELETRICIDADE E GÁS
1695875,6,daemo departamento de agua e esgoto domu,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",N,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
10886878,6,de outras finalidades,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,NÃO DEFINIDO,N,NÃO DEFINIDO
9710751,6,decoracao,NÃO DEFINIDO,NÃO DEFINIDO,S,NÃO DEFINIDO
6947152,6,decoracao de festas banzai,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
2661372,6,delegacia,NÃO DEFINIDO,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",N,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
1265339,6,delegacia de policia,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",N,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
10245586,6,dem bas embalagens,NÃO DEFINIDO,NÃO DEFINIDO,N,NÃO DEFINIDO
8568555,6,demolidora alternativa,CONSTRUÇÃO,CONSTRUÇÃO,N,CONSTRUÇÃO
6874335,6,dentista,NÃO DEFINIDO,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
7713606,5,dentistas,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
11413915,6,dep maq e ins e ferramenta agr,NÃO DEFINIDO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,S,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
6898300,6,departamento de aguas e energia eletrica,ELETRICIDADE E GÁS,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",S,ELETRICIDADE E GÁS
7669643,6,departamento de obras,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",CONSTRUÇÃO,N,CONSTRUÇÃO
556120,6,departamento de terras,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",NÃO DEFINIDO,N,NÃO DEFINIDO
8611514,6,departamento de vendas de bones e camise,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,N,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
7897722,6,dependencia do correio,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
1231525,6,depos produtos alimenticio,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
3380372,6,depositi de adubo,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,S,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
2048609,6,deposito,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,S,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
9338124,6,deposito  do super mercado eldorado,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",S,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS"
9331196,6,deposito agua mineral da guarda,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",S,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
4907990,6,deposito alimentos,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,S,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
1563960,6,deposito comercial,- COMÉRCIO VAREJISTA,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",S,- COMÉRCIO VAREJISTA
10628387,6,deposito construcao,OBRAS,CONSTRUÇÃO,S,CONSTRUÇÃO
3035748,6,deposito construcao amanda,OBRAS,CONSTRUÇÃO,S,CONSTRUÇÃO
8381090,6,deposito construtora trisul,CONSTRUÇÃO,CONSTRUÇÃO,S,CONSTRUÇÃO
8581209,6,deposito da distribuidora,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
8869646,6,deposito da duranox,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,INDÚSTRIAS DE TRANSFORMAÇÃO,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
6628459,6,deposito da loja,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
7551021,6,deposito da loja de moveis,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,N,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO
9374065,6,deposito da mineracao,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,N,INDÚSTRIAS EXTRATIVAS
2831096,6,deposito da padaria e pastelaria miramar,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",S,- ALIMENTAÇÃO
1309088,6,deposito da telemar,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,N,INFORMAÇÃO E COMUNICAÇÃO
7436431,6,deposito de agua maranata,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",N,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
6550034,6,deposito de ar condicionado,CONSTRUÇÃO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
27135,6,deposito de bebidas,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
6775049,6,deposito de buffet,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ALIMENTAÇÃO,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
6934514,6,deposito de carvao vegetal,INFORMAÇÃO E COMUNICAÇÃO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
6104456,6,deposito de cloro,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
6257096,3,deposito de feijao e milho,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
1436841,6,deposito de ferragens,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,N,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO
3789735,3,deposito de ferramentas,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO
3523266,6,deposito de ferramentas de vaqueiro,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
7403280,6,deposito de ferrametas,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
2313374,6,deposito de ferros para reciclagem,INFORMAÇÃO E COMUNICAÇÃO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
7257165,6,deposito de gas e agua chama gas,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",S,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
6923097,6,deposito de imoveis,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
354729,6,deposito de loja de materiais de constru,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,N,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO
