order,id,urban_rural,landuse_id,landuse_description,label,lenient_hit,anotador1,anotador2,hit,clf,ambiguous,match_annotations,classes
280,6947814,2,6,central de abastecimento de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TRUE,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TRUE,bert,,TRUE,
276,2025774,2,6,central de inceminacao,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",FALSE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",FALSE,bert,,TRUE,
272,4327148,2,6,central distribuicao de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TRUE,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TRUE,lr,,TRUE,
1466,7740843,1,6,central dos servicos,ELETRICIDADE E GÁS,FALSE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,FALSE,bert,,TRUE,
1485,2096623,2,6,central telemar,INFORMAÇÃO E COMUNICAÇÃO,TRUE,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,TRUE,rf,,TRUE,
1489,2058345,1,6,centro comercial,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,svc,,TRUE,
1468,10580506,1,6,centro comunitario,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,bert,,TRUE,
1502,1426486,2,6,centro comunitario cl barnabe araujo,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,FALSE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,FALSE,rf,,TRUE,
968,8842796,1,6,centro cultural,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",FALSE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",FALSE,lr,,TRUE,
1734,2113183,1,5,centro de especialidades odontologicas,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,svc,,TRUE,
313,7852524,1,5,centro de fisioterapia st germain,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,svc,,TRUE,
967,396574,1,5,centro de medicina ocupacional,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,bert,,TRUE,
220,6834207,1,6,centro de suporte especializado de assis,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",FALSE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,FALSE,bert,,TRUE,
817,4677399,1,6,centro de tratamento de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TRUE,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TRUE,lr,,TRUE,
1971,11221515,1,4,CENTRO EDUCACIONAL POUSADA INFANTIL,- ALOJAMENTO,FALSE,EDUCAÇÃO,EDUCAÇÃO,FALSE,snorkel,,TRUE,
832,5122802,1,5,centro integrado medico manterclin,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,rf,,TRUE,
227,4042061,1,5,centro medico,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,rf,,TRUE,
1932,8640646,1,6,CENTRO RELIGIOSO,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",TRUE,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",TRUE,snorkel,,TRUE,
1940,3193852,1,6,chacara aluguel para eventos,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TRUE,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TRUE,bert,,TRUE,
908,2076014,2,3,chacara quirino,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",FALSE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",FALSE,bert,,TRUE,
1976,7559615,2,3,chacara rodrigues,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",FALSE,bert,,TRUE,
1402,8728194,1,3,chacara sao luiz,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,lr,,TRUE,
624,10542511,1,6,charao materiais para construcao,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,svc,,TRUE,
1921,9239429,1,6,chaveiro,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,rf,,TRUE,
1839,7520946,1,6,chaveiro carlao,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,bert,,TRUE,
961,9593093,1,6,CHOPERIA DO HOTEL,- ALOJAMENTO,FALSE,- ALIMENTAÇÃO,- ALIMENTAÇÃO,FALSE,snorkel,,TRUE,
1303,2522527,2,6,churrascaria,- ALIMENTAÇÃO,TRUE,- ALIMENTAÇÃO,- ALIMENTAÇÃO,TRUE,bert,,TRUE,
1590,8723178,1,6,ciafrios alimentos selecionados,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",FALSE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,svc,,TRUE,
1589,1129786,1,6,cial balsa,- TRANSPORTE AQUAVIÁRIO,TRUE,- TRANSPORTE AQUAVIÁRIO,- TRANSPORTE AQUAVIÁRIO,TRUE,rf,,TRUE,
1835,9408617,1,6,cicle aero,- TRANSPORTE AÉREO,FALSE,NÃO DEFINIDO,NÃO DEFINIDO,FALSE,bert,,TRUE,
1721,6706197,1,6,cifra financeira,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",TRUE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",TRUE,rf,,TRUE,
904,2038808,1,6,ciro veiculos,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,rf,,TRUE,
444,7086032,1,6,ciscao lanches e lins video locadora,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TRUE,- ALIMENTAÇÃO,- ALIMENTAÇÃO,FALSE,svc,s,TRUE,
1579,10580975,1,6,cleuza cabelereiros,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,svc,,TRUE,
1580,10824550,1,6,CLIMA FRIO AR CONDICIONADO,CONSTRUÇÃO,TRUE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,FALSE,snorkel,,TRUE,
1279,7405820,1,5,clinica dentaria,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,rf,,TRUE,
1795,7662887,1,5,clinica dermatologia,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,lr,,TRUE,
1729,5262814,1,5,clinica do idoso,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,lr,,TRUE,
1717,7742776,1,6,CLINICA FISIOTERAPIA,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,snorkel,,TRUE,
867,6850778,1,5,clinica medica,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,lr,,TRUE,
223,7090568,1,5,clinica medica seisa,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,lr,,TRUE,
1538,11467279,1,6,clinica sao cristovao,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",FALSE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,FALSE,svc,S,TRUE,
1648,2987483,1,6,club,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,bert,,TRUE,
449,7345912,1,6,CLUBE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,snorkel,,TRUE,
1654,5210741,2,6,clube aabb,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,svc,,TRUE,
70,10457108,1,6,clube alianca,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,svc,,TRUE,
735,4956379,1,6,clube campestre,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,lr,,TRUE,
2008,7057024,1,6,clube carnavalesco toloko,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,svc,,TRUE,
1008,7696055,1,6,clube do laco,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,lr,,TRUE,
539,7322072,1,6,clube sirio libanes,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,bert,,TRUE,
975,5573307,1,6,clube toca da anca,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,bert,,TRUE,
1551,11423934,2,4,colegio agricola,EDUCAÇÃO,TRUE,EDUCAÇÃO,EDUCAÇÃO,TRUE,bert,,TRUE,
1111,6202053,1,4,colegio estadual machado de assis,EDUCAÇÃO,TRUE,EDUCAÇÃO,EDUCAÇÃO,TRUE,svc,,TRUE,
1582,5382324,1,4,COLEGIO SANTISSIMO SACRAMENTO,EDUCAÇÃO,TRUE,EDUCAÇÃO,EDUCAÇÃO,TRUE,snorkel,,TRUE,
1603,11525210,1,6,COLETIVO MULTIROU,- TRANSPORTE TERRESTRE,FALSE,EDUCAÇÃO,EDUCAÇÃO,FALSE,snorkel,,TRUE,
1594,3358417,1,6,colibri financeira,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",TRUE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",TRUE,rf,,TRUE,
1572,6287904,1,6,colsultorio medico medclim,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,svc,,TRUE,
1601,8442315,1,6,com atacadista de carvao,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",TRUE,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",TRUE,svc,,TRUE,
1602,7372817,1,6,com de alimentos,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",FALSE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,rf,,TRUE,
1299,2481298,1,6,comecial aarao,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,FALSE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,FALSE,bert,,TRUE,
1724,1723751,2,6,comecio de variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,lr,,TRUE,
913,10035514,1,6,comerci de madeiras,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,rf,,TRUE,
946,1749266,1,6,COMERCI DE PRODUTOS ALIMENTICIOS,INDÚSTRIAS EXTRATIVAS,FALSE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,snorkel,,TRUE,
931,4730751,1,6,comerci imobiliaria,ATIVIDADES IMOBILIÁRIAS,TRUE,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,TRUE,lr,,TRUE,
937,11393603,1,6,comerci varegista,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,bert,,TRUE,
943,10384792,1,6,comercial agricola,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,svc,,TRUE,
933,4527094,1,6,COMERCIAL AMAJATES DISTRIBUIDORA DE PECA,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",TRUE,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",TRUE,snorkel,,TRUE,
942,10197338,1,6,comercial brana,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,bert,,TRUE,
1726,11157841,1,6,comercial carmo de utilidades,- COMÉRCIO VAREJISTA,TRUE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,FALSE,svc,,TRUE,
1728,1236696,1,6,comercial castelo,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,lr,,TRUE,
1690,685097,1,6,comercial confianca,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,lr,,TRUE,
1218,1090874,1,6,comercial daltton,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,rf,,TRUE,
1199,2300264,1,6,comercial lima,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,lr,,TRUE,
757,4823403,1,6,comercial marinho,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,lr,,TRUE,
1009,1184843,1,6,comercial pinheiro,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,rf,,TRUE,
1584,9757933,1,6,comercial porto seguro,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,bert,,TRUE,
584,3173314,1,6,comercial santa helena,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,bert,,TRUE,
60,3434666,1,6,comercial santos,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,rf,,TRUE,
1970,10688911,1,6,comercial silva,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,bert,,TRUE,
396,11146379,1,6,comercial sn,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,svc,,TRUE,
219,7770,1,6,comercial souza,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,rf,,TRUE,
1355,1253476,1,6,comercial trindade,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,lr,,TRUE,
1068,1827362,2,6,comercio alimenticio,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,FALSE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,rf,,TRUE,
1922,8134941,1,6,comercio de brinquedos,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",TRUE,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS","- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",TRUE,rf,,TRUE,
628,809984,1,6,COMERCIO DE BUJAO DE GAS,ELETRICIDADE E GÁS,FALSE,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,FALSE,snorkel,,TRUE,
568,5064588,1,6,comercio de cereais e goloseimas,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,FALSE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,rf,,TRUE,
1924,7045181,1,6,comercio de equipamento eletronico,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,bert,,TRUE,
622,9338993,1,6,comercio de extracao de areia,INDÚSTRIAS EXTRATIVAS,TRUE,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,TRUE,svc,,TRUE,
632,8956369,1,6,comercio de financiamentos e emprestimos,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",TRUE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",TRUE,svc,,TRUE,
639,6075530,1,6,comercio de frutas e verdura,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,FALSE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,bert,,TRUE,
614,3386857,1,6,comercio de frutas e verduras,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,FALSE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,bert,,TRUE,
638,5142059,1,6,COMERCIO DE JOIAS E BIJOUTERIAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,TRUE,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,TRUE,snorkel,,TRUE,
634,8479350,1,6,comercio de mat construcao,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,rf,,TRUE,
616,7465188,1,6,comercio de materiais eletricos,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,rf,,TRUE,
1926,5659352,1,6,comercio de medicamentos,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS","- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,rf,,TRUE,
1928,7411570,1,6,COMERCIO DE ONIBUS,- TRANSPORTE TERRESTRE,FALSE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,snorkel,,TRUE,
611,4376805,1,6,COMERCIO DE PRODUTOS ALIMENTICIOS,- COMÉRCIO VAREJISTA,TRUE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,snorkel,,TRUE,
1925,1563200,1,6,comercio de variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,svc,,TRUE,
630,5954709,2,6,comercio de variedades e marmitex,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,lr,s,TRUE,
618,2970364,1,6,COMERCIO DE VIDROS VIDRACARIA,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,TRUE,snorkel,,TRUE,
635,6644351,1,6,comercio fechado,DESOCUPADO,TRUE,DESOCUPADO,DESOCUPADO,TRUE,rf,,TRUE,
